,Name,Groups,Operation System,"EndpointsBreakdown*,Compliance",Next Slot Start,Next Slot End,Exemption,Next Slot StartNext Slot End,Next Slot EndExemption,madsfkzb165.nmhsd.Icl,Intune-Endpoints,Windows 10,"Compliance1|0|7Maintenance WindowExpired, UpdatingEndpoint Group87.50%",Range,Exemption Reason
127,hsd-mxl8251hnp,Intune-Endpoints,Windows 10,3|0|9 75.00%,,,"Disconnected,MaintenanceWindow",,,,,,,71-80%,Maintenance Window Expired
128,hsd-5cg02268y3.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
129,hsd-5cg022695n.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|7 87.50%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,81-90%,Maintenance Window Expired
130,madsfkzb139.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|7 100.00%,,,,,,,,,,91-100%,Fully Patched
131,hsd-5cg04666vc.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,MaintenanceWindow Expired,,,,,,,<70%,Disconnected
132,hsd-cnd13652cz.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
133,oaaabhlt005.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|10 100.00%,,,,,,,,,,91-100%,Fully Patched
134,hsd-5cg9240cf8.nmhsd.lcl,Intune-Endpoints,Windows 10,0|0|1 100.00%,,,,,,,,,,91-100%,Fully Patched
135,oigsfazb321.nmhsd.Icl,Intune-Endpoints,Windows 10,0|0|10 100.00%,,,,,,,,,,91-100%,Fully Patched
136,hsd-5cg02268zq.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,',"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
137,hsd-5cg0226829.nmhsd.lcl,Intune-Endpoints,Windows 10,1|0|0 0.00%,,,"Disconnected,MaintenanceWindow Expired",,,,,,,<70%,Disconnected
